"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","368","Location endpoint returns not found error for location out of range","","Sun Jan 04 11:22:48 UTC 2026","failed","Sun Jan 04 11:22:48 UTC 2026","","Test Negative Location Endpoint","Test Negative Location Endpoint",""
"","482","Episode list can be filtered","","Sun Jan 04 11:22:49 UTC 2026","passed","Sun Jan 04 11:22:49 UTC 2026","","Test Positive Location Endpoint","Test Positive Location Endpoint",""
"","160","Location should return error for an invalid param","","Sun Jan 04 11:22:48 UTC 2026","passed","Sun Jan 04 11:22:48 UTC 2026","","Test Negative Location Endpoint","Test Negative Location Endpoint",""
"","254","Episode should return list","","Sun Jan 04 11:22:48 UTC 2026","passed","Sun Jan 04 11:22:48 UTC 2026","","Test Positive Episode Endpoint","Test Positive Episode Endpoint",""
"","436","Episode endpoint returns not found error for episode out of range","","Sun Jan 04 11:22:46 UTC 2026","passed","Sun Jan 04 11:22:46 UTC 2026","","Test Negative Episode Endpoint","Test Negative Episode Endpoint",""
"","158","Episode endpoint should return list when some params empty","","Sun Jan 04 11:22:49 UTC 2026","passed","Sun Jan 04 11:22:49 UTC 2026","","Test Positive Location Endpoint","Test Positive Location Endpoint",""
"","190","Episode options returns status 204","","Sun Jan 04 11:22:48 UTC 2026","passed","Sun Jan 04 11:22:48 UTC 2026","","Test Positive Episode Endpoint","Test Positive Episode Endpoint",""
"","164","Episode endpoint should return list when some params empty","","Sun Jan 04 11:22:48 UTC 2026","passed","Sun Jan 04 11:22:48 UTC 2026","","Test Positive Episode Endpoint","Test Positive Episode Endpoint",""
"","75","Character should return response with valid schema","","Sun Jan 04 11:22:46 UTC 2026","passed","Sun Jan 04 11:22:46 UTC 2026","","Test Positive Character Endpoint","Test Positive Character Endpoint",""
"","161","Episode options returns status 204","","Sun Jan 04 11:22:49 UTC 2026","passed","Sun Jan 04 11:22:49 UTC 2026","","Test Positive Location Endpoint","Test Positive Location Endpoint",""
"","162","Episode should return response with valid schema","","Sun Jan 04 11:22:49 UTC 2026","passed","Sun Jan 04 11:22:49 UTC 2026","","Test Positive Location Endpoint","Test Positive Location Endpoint",""
"","166","Character should return error for an invalid param","","Sun Jan 04 11:22:44 UTC 2026","passed","Sun Jan 04 11:22:44 UTC 2026","","Test Negative Character Endpoint","Test Negative Character Endpoint",""
"","341","Episode list can be filtered","","Sun Jan 04 11:22:48 UTC 2026","passed","Sun Jan 04 11:22:48 UTC 2026","","Test Positive Episode Endpoint","Test Positive Episode Endpoint",""
"","167","Episode should return response with valid schema","","Sun Jan 04 11:22:48 UTC 2026","passed","Sun Jan 04 11:22:48 UTC 2026","","Test Positive Episode Endpoint","Test Positive Episode Endpoint",""
"","269","Character endpoint should return list when some params empty","","Sun Jan 04 11:22:46 UTC 2026","passed","Sun Jan 04 11:22:46 UTC 2026","","Test Positive Character Endpoint","Test Positive Character Endpoint",""
"","161","Episode should return specific list for multiple param","","Sun Jan 04 11:22:49 UTC 2026","passed","Sun Jan 04 11:22:49 UTC 2026","","Test Positive Location Endpoint","Test Positive Location Endpoint",""
"","158","Episode should return specific list for multiple param","","Sun Jan 04 11:22:48 UTC 2026","passed","Sun Jan 04 11:22:48 UTC 2026","","Test Positive Episode Endpoint","Test Positive Episode Endpoint",""
"","162","Character should return specific list for multiple param","","Sun Jan 04 11:22:46 UTC 2026","passed","Sun Jan 04 11:22:46 UTC 2026","","Test Positive Character Endpoint","Test Positive Character Endpoint",""
"","210","Episode should return error for an invalid param","","Sun Jan 04 11:22:46 UTC 2026","passed","Sun Jan 04 11:22:46 UTC 2026","","Test Negative Episode Endpoint","Test Negative Episode Endpoint",""
"","1071","Character list can be filtered","","Sun Jan 04 11:22:46 UTC 2026","passed","Sun Jan 04 11:22:47 UTC 2026","","Test Positive Character Endpoint","Test Positive Character Endpoint",""
"","177","Character options returns status 204","","Sun Jan 04 11:22:46 UTC 2026","passed","Sun Jan 04 11:22:46 UTC 2026","","Test Positive Character Endpoint","Test Positive Character Endpoint",""
"","174","Character should return list","","Sun Jan 04 11:22:46 UTC 2026","passed","Sun Jan 04 11:22:46 UTC 2026","","Test Positive Character Endpoint","Test Positive Character Endpoint",""
"","162","Episode should return list","","Sun Jan 04 11:22:49 UTC 2026","passed","Sun Jan 04 11:22:49 UTC 2026","","Test Positive Location Endpoint","Test Positive Location Endpoint",""
"","558","Character endpoint returns not found error for character out of range","","Sun Jan 04 11:22:44 UTC 2026","passed","Sun Jan 04 11:22:44 UTC 2026","","Test Negative Character Endpoint","Test Negative Character Endpoint",""
