"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","273","Character options returns status 204","","Sun Jan 04 11:26:23 UTC 2026","passed","Sun Jan 04 11:26:23 UTC 2026","","Test Positive Character Endpoint","Test Positive Character Endpoint",""
"","165","Episode options returns status 204","","Sun Jan 04 11:26:24 UTC 2026","passed","Sun Jan 04 11:26:24 UTC 2026","","Test Positive Episode Endpoint","Test Positive Episode Endpoint",""
"","159","Episode should return specific list for multiple param","","Sun Jan 04 11:26:26 UTC 2026","passed","Sun Jan 04 11:26:26 UTC 2026","","Test Positive Location Endpoint","Test Positive Location Endpoint",""
"","511","Episode list can be filtered","","Sun Jan 04 11:26:26 UTC 2026","passed","Sun Jan 04 11:26:26 UTC 2026","","Test Positive Location Endpoint","Test Positive Location Endpoint",""
"","328","Episode endpoint returns not found error for episode out of range","","Sun Jan 04 11:26:23 UTC 2026","passed","Sun Jan 04 11:26:23 UTC 2026","","Test Negative Episode Endpoint","Test Negative Episode Endpoint",""
"","163","Location should return error for an invalid param","","Sun Jan 04 11:26:25 UTC 2026","passed","Sun Jan 04 11:26:25 UTC 2026","","Test Negative Location Endpoint","Test Negative Location Endpoint",""
"","258","Character endpoint should return list when some params empty","","Sun Jan 04 11:26:23 UTC 2026","passed","Sun Jan 04 11:26:23 UTC 2026","","Test Positive Character Endpoint","Test Positive Character Endpoint",""
"","66","Episode should return list","","Sun Jan 04 11:26:24 UTC 2026","passed","Sun Jan 04 11:26:24 UTC 2026","","Test Positive Episode Endpoint","Test Positive Episode Endpoint",""
"","325","Location endpoint returns not found error for location out of range","","Sun Jan 04 11:26:25 UTC 2026","failed","Sun Jan 04 11:26:25 UTC 2026","","Test Negative Location Endpoint","Test Negative Location Endpoint",""
"","1090","Character list can be filtered","","Sun Jan 04 11:26:23 UTC 2026","passed","Sun Jan 04 11:26:24 UTC 2026","","Test Positive Character Endpoint","Test Positive Character Endpoint",""
"","160","Episode should return specific list for multiple param","","Sun Jan 04 11:26:24 UTC 2026","passed","Sun Jan 04 11:26:24 UTC 2026","","Test Positive Episode Endpoint","Test Positive Episode Endpoint",""
"","69","Episode should return list","","Sun Jan 04 11:26:26 UTC 2026","passed","Sun Jan 04 11:26:26 UTC 2026","","Test Positive Location Endpoint","Test Positive Location Endpoint",""
"","172","Episode should return error for an invalid param","","Sun Jan 04 11:26:23 UTC 2026","passed","Sun Jan 04 11:26:23 UTC 2026","","Test Negative Episode Endpoint","Test Negative Episode Endpoint",""
"","381","Episode list can be filtered","","Sun Jan 04 11:26:24 UTC 2026","passed","Sun Jan 04 11:26:24 UTC 2026","","Test Positive Episode Endpoint","Test Positive Episode Endpoint",""
"","163","Episode options returns status 204","","Sun Jan 04 11:26:26 UTC 2026","passed","Sun Jan 04 11:26:26 UTC 2026","","Test Positive Location Endpoint","Test Positive Location Endpoint",""
"","439","Character endpoint returns not found error for character out of range","","Sun Jan 04 11:26:21 UTC 2026","passed","Sun Jan 04 11:26:21 UTC 2026","","Test Negative Character Endpoint","Test Negative Character Endpoint",""
"","217","Character should return response with valid schema","","Sun Jan 04 11:26:23 UTC 2026","passed","Sun Jan 04 11:26:23 UTC 2026","","Test Positive Character Endpoint","Test Positive Character Endpoint",""
"","180","Character should return error for an invalid param","","Sun Jan 04 11:26:21 UTC 2026","passed","Sun Jan 04 11:26:21 UTC 2026","","Test Negative Character Endpoint","Test Negative Character Endpoint",""
"","159","Episode endpoint should return list when some params empty","","Sun Jan 04 11:26:26 UTC 2026","passed","Sun Jan 04 11:26:26 UTC 2026","","Test Positive Location Endpoint","Test Positive Location Endpoint",""
"","167","Episode should return response with valid schema","","Sun Jan 04 11:26:24 UTC 2026","passed","Sun Jan 04 11:26:24 UTC 2026","","Test Positive Episode Endpoint","Test Positive Episode Endpoint",""
"","165","Episode should return response with valid schema","","Sun Jan 04 11:26:26 UTC 2026","passed","Sun Jan 04 11:26:26 UTC 2026","","Test Positive Location Endpoint","Test Positive Location Endpoint",""
"","173","Character should return list","","Sun Jan 04 11:26:23 UTC 2026","passed","Sun Jan 04 11:26:23 UTC 2026","","Test Positive Character Endpoint","Test Positive Character Endpoint",""
"","164","Episode endpoint should return list when some params empty","","Sun Jan 04 11:26:24 UTC 2026","passed","Sun Jan 04 11:26:24 UTC 2026","","Test Positive Episode Endpoint","Test Positive Episode Endpoint",""
"","211","Character should return specific list for multiple param","","Sun Jan 04 11:26:23 UTC 2026","passed","Sun Jan 04 11:26:23 UTC 2026","","Test Positive Character Endpoint","Test Positive Character Endpoint",""
