"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 21 05:49:50 GMT 2024","Tue May 21 05:49:50 GMT 2024","345","","Test Negative Character Endpoint","","Test Negative Character Endpoint","","Character should return error for an invalid param",""
"failed","Tue May 21 05:49:56 GMT 2024","Tue May 21 05:49:56 GMT 2024","411","","Test Negative Location Endpoint","","Test Negative Location Endpoint","","Location endpoint returns not found error for location out of range",""
"passed","Tue May 21 05:49:55 GMT 2024","Tue May 21 05:49:55 GMT 2024","223","","Test Positive Episode Endpoint","","Test Positive Episode Endpoint","","Episode endpoint should return list when some params empty",""
"passed","Tue May 21 05:49:50 GMT 2024","Tue May 21 05:49:50 GMT 2024","788","","Test Negative Character Endpoint","","Test Negative Character Endpoint","","Character endpoint returns not found error for character out of range",""
"passed","Tue May 21 05:49:53 GMT 2024","Tue May 21 05:49:53 GMT 2024","116","","Test Positive Character Endpoint","","Test Positive Character Endpoint","","Character should return list",""
"passed","Tue May 21 05:49:55 GMT 2024","Tue May 21 05:49:55 GMT 2024","414","","Test Positive Episode Endpoint","","Test Positive Episode Endpoint","","Episode list can be filtered",""
"passed","Tue May 21 05:49:58 GMT 2024","Tue May 21 05:49:58 GMT 2024","210","","Test Positive Location Endpoint","","Test Positive Location Endpoint","","Episode should return specific list for multiple param",""
"passed","Tue May 21 05:49:54 GMT 2024","Tue May 21 05:49:54 GMT 2024","176","","Test Negative Episode Endpoint","","Test Negative Episode Endpoint","","Episode should return error for an invalid param",""
"passed","Tue May 21 05:49:58 GMT 2024","Tue May 21 05:49:58 GMT 2024","215","","Test Positive Location Endpoint","","Test Positive Location Endpoint","","Episode endpoint should return list when some params empty",""
"passed","Tue May 21 05:49:53 GMT 2024","Tue May 21 05:49:53 GMT 2024","95","","Test Positive Character Endpoint","","Test Positive Character Endpoint","","Character should return response with valid schema",""
"passed","Tue May 21 05:49:53 GMT 2024","Tue May 21 05:49:55 GMT 2024","2011","","Test Positive Character Endpoint","","Test Positive Character Endpoint","","Character list can be filtered",""
"passed","Tue May 21 05:49:58 GMT 2024","Tue May 21 05:49:58 GMT 2024","183","","Test Positive Location Endpoint","","Test Positive Location Endpoint","","Episode options returns status 204",""
"passed","Tue May 21 05:49:53 GMT 2024","Tue May 21 05:49:53 GMT 2024","247","","Test Positive Character Endpoint","","Test Positive Character Endpoint","","Character should return specific list for multiple param",""
"passed","Tue May 21 05:49:55 GMT 2024","Tue May 21 05:49:55 GMT 2024","222","","Test Positive Episode Endpoint","","Test Positive Episode Endpoint","","Episode should return specific list for multiple param",""
"passed","Tue May 21 05:49:53 GMT 2024","Tue May 21 05:49:53 GMT 2024","541","","Test Positive Character Endpoint","","Test Positive Character Endpoint","","Character endpoint should return list when some params empty",""
"passed","Tue May 21 05:49:58 GMT 2024","Tue May 21 05:49:58 GMT 2024","214","","Test Positive Location Endpoint","","Test Positive Location Endpoint","","Episode should return response with valid schema",""
"passed","Tue May 21 05:49:58 GMT 2024","Tue May 21 05:49:58 GMT 2024","763","","Test Positive Location Endpoint","","Test Positive Location Endpoint","","Episode list can be filtered",""
"passed","Tue May 21 05:49:54 GMT 2024","Tue May 21 05:49:54 GMT 2024","564","","Test Negative Episode Endpoint","","Test Negative Episode Endpoint","","Episode endpoint returns not found error for episode out of range",""
"passed","Tue May 21 05:49:55 GMT 2024","Tue May 21 05:49:55 GMT 2024","101","","Test Positive Episode Endpoint","","Test Positive Episode Endpoint","","Episode should return response with valid schema",""
"passed","Tue May 21 05:49:55 GMT 2024","Tue May 21 05:49:55 GMT 2024","175","","Test Positive Episode Endpoint","","Test Positive Episode Endpoint","","Episode options returns status 204",""
"passed","Tue May 21 05:49:55 GMT 2024","Tue May 21 05:49:55 GMT 2024","272","","Test Positive Episode Endpoint","","Test Positive Episode Endpoint","","Episode should return list",""
"passed","Tue May 21 05:49:53 GMT 2024","Tue May 21 05:49:53 GMT 2024","328","","Test Positive Character Endpoint","","Test Positive Character Endpoint","","Character options returns status 204",""
"passed","Tue May 21 05:49:56 GMT 2024","Tue May 21 05:49:56 GMT 2024","187","","Test Negative Location Endpoint","","Test Negative Location Endpoint","","Location should return error for an invalid param",""
"passed","Tue May 21 05:49:58 GMT 2024","Tue May 21 05:49:58 GMT 2024","95","","Test Positive Location Endpoint","","Test Positive Location Endpoint","","Episode should return list",""
